battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
659,0,2.2,0,0,1,24,0.7,151,8,2,924,1877,3925,8,1,10,1,1,1,3
1811,1,0.5,1,0,0,32,1.0,115,6,0,204,1132,348,17,11,18,1,0,1,0
688,1,2.5,0,9,0,40,0.2,109,5,20,376,1957,1382,12,7,8,0,1,0,1
514,1,2.9,1,5,0,18,0.7,141,2,8,1083,1492,980,13,7,16,0,0,1,0
1933,0,2.8,1,1,0,16,0.5,154,3,9,229,1473,838,14,2,18,0,1,0,0
915,0,2.0,0,8,1,31,0.3,91,3,20,875,1316,378,11,6,9,1,1,0,0
1006,0,2.2,1,4,1,22,0.8,135,4,8,35,991,909,18,4,7,1,0,1,0
1134,1,0.9,0,2,1,13,0.4,92,4,19,18,903,3632,17,8,19,1,1,0,3
599,1,2.9,0,0,1,64,0.3,186,8,1,103,646,3396,5,3,7,1,0,0,2
973,0,0.5,1,5,0,53,0.5,196,5,7,105,588,1861,13,10,16,0,1,0,1
1180,1,2.5,0,0,1,27,0.1,90,6,1,168,540,348,7,5,19,1,1,1,0
1237,1,2.5,0,7,0,13,0.8,98,4,12,18,1004,2528,11,8,16,0,0,0,2
659,0,0.5,1,7,1,5,0.3,169,8,10,659,730,2190,16,10,16,1,1,0,1
1142,1,1.4,1,6,0,6,0.7,190,8,8,534,855,663,12,4,5,0,1,1,0
1002,0,2.7,1,16,1,11,0.4,185,6,18,285,512,961,10,7,19,1,0,1,0
1392,0,2.5,0,0,1,44,0.7,113,4,2,482,1098,1280,8,1,16,1,0,1,1
602,0,0.9,0,9,0,50,0.9,141,8,18,1571,1717,2189,7,5,16,0,1,0,2
1249,1,0.5,0,3,1,55,0.8,140,3,8,605,1193,531,18,10,13,1,1,1,0
531,1,0.5,1,0,1,12,0.5,121,4,3,158,1657,2331,18,12,20,1,0,1,1
1450,0,2.1,0,1,0,31,0.6,114,5,4,1573,1639,794,11,5,9,0,1,1,1
1342,0,2.8,0,1,0,50,0.1,173,1,8,127,620,2644,7,2,11,0,1,1,2
832,1,0.5,0,5,1,22,0.6,198,1,8,343,1431,1666,15,4,20,1,1,1,1
867,1,1.5,0,0,1,57,0.1,159,4,0,289,724,2157,8,6,18,1,0,0,1
1404,0,2.1,0,16,0,44,0.9,151,1,20,1703,1880,1196,10,6,5,0,0,1,1
840,0,0.9,1,6,0,33,0.7,150,6,7,1482,1591,2072,10,8,19,0,1,0,2
1368,0,0.5,0,10,1,42,0.2,91,1,20,907,925,1590,12,0,14,1,0,0,1
1927,0,0.9,1,3,0,11,0.4,190,8,12,491,1506,2916,16,11,18,0,1,1,3
1714,0,0.5,1,7,0,31,0.4,120,2,10,287,627,3707,5,1,19,0,0,1,3
1201,1,0.5,0,1,1,10,0.4,198,6,5,1151,1723,726,11,4,3,1,1,0,0
1796,1,2.3,0,4,0,44,0.9,184,2,11,1024,1363,3577,17,7,4,1,1,0,3
1147,0,0.8,1,11,0,28,0.7,158,6,13,1085,1134,2627,18,3,15,1,0,1,2
776,1,1.7,0,0,1,20,1.0,146,4,9,991,1803,685,15,11,7,1,1,1,0
510,0,2.6,0,0,0,33,0.1,110,6,10,1052,1897,1693,6,2,5,0,1,0,1
1045,1,1.2,1,3,1,40,0.1,175,6,7,1078,1564,2137,11,8,12,1,0,1,2
1497,1,0.9,1,4,1,10,0.1,153,8,20,98,977,3696,9,0,3,1,0,1,3
1425,1,0.6,0,0,1,33,0.5,89,3,2,396,1648,3771,10,3,9,1,0,1,3
726,0,2.2,0,0,1,40,0.8,94,4,20,323,978,1342,16,11,4,1,1,1,0
1576,1,2.0,0,0,1,20,0.6,148,3,0,410,1551,1379,17,1,16,1,0,1,1
714,1,2.1,1,5,1,11,0.1,197,3,6,1750,1857,1164,15,12,19,1,1,0,1
1595,0,1.9,1,1,0,63,0.9,88,1,20,1475,1988,908,18,13,6,0,0,1,1
541,0,1.0,0,0,1,10,0.4,127,4,0,1836,1873,1019,19,9,15,1,1,0,1
1617,1,2.6,0,14,0,29,0.9,113,6,20,283,676,3685,13,1,18,0,0,0,3
1154,0,1.1,1,2,1,5,0.2,98,1,13,539,1240,1470,12,0,12,1,0,0,1
1638,0,1.0,0,6,0,2,0.2,189,1,11,440,563,2299,19,9,9,1,1,1,2
1150,1,2.7,0,0,0,39,0.4,151,8,1,397,800,999,6,2,11,1,1,0,0
1254,1,2.3,0,0,1,44,0.2,149,1,10,204,1021,3011,7,4,12,1,1,0,2
1806,1,2.0,1,2,1,54,0.1,117,1,11,347,727,3142,13,0,6,1,0,1,3
603,0,1.5,0,8,0,12,0.7,114,6,20,1003,1284,1543,7,5,19,1,1,0,1
1834,0,2.1,0,7,1,40,0.1,99,4,11,0,1987,3692,13,0,16,1,1,0,3
520,0,2.3,0,0,1,31,0.8,145,6,14,264,519,2753,13,7,17,1,0,1,1
565,0,0.6,1,1,0,50,0.1,158,2,8,543,703,2156,13,6,6,1,1,1,1
1689,1,0.5,0,11,0,9,0.5,150,5,15,467,675,2637,8,4,3,1,0,0,2
742,1,2.3,0,0,0,21,0.7,104,8,1,875,925,331,11,8,7,1,0,0,0
1143,0,1.2,1,1,1,22,1.0,125,3,6,1116,1724,1214,12,5,16,1,1,0,1
761,1,0.5,0,9,0,3,0.8,196,7,15,1325,1945,2248,19,3,15,1,1,1,2
959,1,1.3,1,0,0,36,0.4,196,5,14,1313,1331,3073,19,1,8,1,1,1,3
772,1,1.2,1,7,1,8,0.6,134,7,8,552,1802,422,7,6,15,1,0,0,0
1015,1,0.8,0,5,0,12,0.5,102,3,14,335,679,2293,5,1,2,0,1,0,1
1824,1,1.9,1,9,1,2,0.7,103,1,14,50,1105,3958,12,2,19,1,1,0,3
1130,1,0.5,1,1,1,29,0.7,130,1,14,593,1327,432,6,1,10,1,1,1,0
1183,1,0.5,1,3,1,48,0.1,120,8,12,268,1010,1152,8,3,3,1,0,0,0
574,1,2.0,1,0,1,26,0.5,118,6,2,382,1364,1303,8,4,2,1,0,1,0
1472,0,3.0,0,4,1,20,0.3,169,2,6,443,892,797,6,1,11,1,1,0,0
1868,1,0.5,0,2,1,40,0.9,179,8,17,576,884,298,8,2,17,1,1,0,0
1375,0,2.9,0,2,0,20,0.4,147,6,7,596,679,3847,8,0,12,1,0,1,3
881,0,1.0,0,1,0,64,0.5,160,3,6,115,636,2110,18,9,6,1,1,1,1
1742,1,0.5,1,5,1,43,0.9,176,3,7,356,1407,1921,9,2,3,1,1,0,2
1225,0,0.7,1,6,0,60,0.1,107,2,15,10,1567,2423,17,11,6,1,0,0,2
1970,1,0.5,1,0,1,15,1.0,132,2,0,1399,1684,1658,15,9,20,1,1,1,2
1186,1,0.5,1,2,0,21,0.4,160,8,4,68,584,2361,17,8,7,1,0,0,1
1762,0,0.7,0,7,0,60,0.1,157,4,10,643,790,1380,14,5,14,1,0,0,1
1731,1,1.4,1,4,1,4,0.5,163,6,18,809,1988,3892,5,1,4,1,1,1,3
852,0,1.8,1,5,1,8,0.8,160,5,9,683,1349,315,7,6,20,1,0,0,0
848,1,1.5,1,4,1,36,0.3,151,4,16,56,527,2289,10,2,19,1,1,1,1
1575,0,2.5,1,0,1,11,0.2,185,7,20,492,818,2182,7,3,17,1,1,0,2
1554,0,2.8,1,7,0,23,0.1,105,6,18,699,1492,2184,13,9,20,1,0,1,2
1972,1,1.6,0,0,0,48,0.5,92,8,2,290,804,2872,7,2,11,1,0,1,3
827,1,0.6,1,9,1,35,0.2,87,6,17,23,826,2367,5,3,15,1,0,1,1
1063,0,1.5,0,7,0,3,0.9,155,4,10,394,849,1919,12,10,20,1,1,0,1
1695,0,2.3,1,1,0,34,0.4,84,5,10,713,1742,3296,17,6,14,0,0,0,3
1343,0,2.4,1,5,1,14,0.9,81,8,10,1063,1205,462,18,7,11,1,1,1,0
834,0,0.5,0,2,1,27,0.2,123,1,16,1421,1463,1591,11,9,20,1,1,0,1
595,0,2.6,0,0,1,20,0.4,122,2,18,623,816,1593,19,11,2,1,0,1,0
1081,1,1.9,1,13,1,42,0.1,101,7,17,83,816,2456,7,4,7,1,0,0,1
911,0,1.4,1,3,0,14,0.7,199,4,4,1563,1692,2933,16,3,11,0,1,0,3
844,0,2.2,1,1,1,22,0.9,197,7,2,777,1995,3154,14,11,7,1,0,0,3
1335,1,3.0,0,3,0,60,0.8,180,2,4,83,559,3615,5,2,9,1,0,0,3
1883,0,1.6,0,9,0,24,0.1,87,1,16,203,915,3563,17,10,3,0,0,0,3
1128,1,0.5,1,6,0,33,0.6,147,8,7,938,1226,1440,17,15,19,1,0,0,1
826,1,2.4,1,14,1,57,0.6,117,2,17,1077,1183,1907,15,14,5,1,0,0,1
1650,0,2.3,0,0,1,38,0.7,89,1,1,773,881,324,14,10,2,1,1,1,0
1162,0,1.0,0,0,0,50,0.5,104,4,10,332,866,1404,10,3,15,1,1,1,1
1517,0,2.5,0,2,1,8,0.8,169,4,18,570,1645,2738,18,16,12,1,0,0,2
963,0,0.5,0,1,1,60,0.8,156,3,3,742,821,2722,12,6,16,1,0,0,2
1837,0,1.0,1,5,1,12,0.9,103,8,6,1420,1539,2294,8,7,20,1,0,1,3
1028,1,2.8,0,1,1,30,0.1,193,1,10,1801,1923,1424,18,4,13,1,0,1,1
1831,1,2.2,1,4,0,55,1.0,189,8,9,1693,1790,1133,14,3,10,0,1,0,1
571,1,2.0,1,5,1,58,0.6,101,6,11,31,1536,555,19,10,11,1,0,1,0
1770,1,2.3,0,0,0,9,0.6,183,6,5,1098,1373,3785,13,10,14,1,0,1,3
970,1,1.3,1,5,0,59,0.2,84,7,19,1765,1786,3675,12,0,12,0,0,0,3
642,1,0.5,0,0,1,38,0.8,86,5,10,887,1775,435,9,2,2,1,1,0,0
622,1,1.9,1,12,0,11,0.8,193,8,14,760,1964,3183,5,0,4,1,1,1,2
600,1,1.8,0,9,1,6,0.8,199,2,15,486,1032,3495,17,4,7,1,1,0,2
1412,0,0.6,0,9,0,57,0.2,86,3,10,2,660,1853,15,10,18,0,0,1,1
733,0,0.8,0,7,0,16,0.4,138,4,12,202,1787,2648,12,0,19,1,1,0,2
1070,1,3.0,0,9,0,19,0.8,160,7,16,90,1614,2647,14,13,20,0,1,0,2
875,1,0.7,1,1,0,30,0.7,146,8,8,469,853,702,19,15,15,1,1,1,0
1994,1,0.7,0,5,0,5,0.4,189,2,7,86,1546,1836,12,11,18,1,0,0,2
823,0,1.0,1,9,1,18,0.2,182,5,16,1180,1350,3894,13,10,9,1,1,0,3
1908,0,0.5,0,9,1,30,1.0,111,2,19,140,1046,2944,19,17,17,1,0,1,3
790,0,0.5,1,7,1,44,0.1,89,8,8,1100,1437,3424,13,11,9,1,1,0,3
1330,1,1.8,1,1,0,40,0.5,177,1,5,194,892,2678,9,4,14,1,1,1,2
1660,0,0.5,0,2,1,15,0.7,100,8,8,440,569,2424,12,5,9,1,1,0,2
1776,0,2.2,0,2,0,20,0.9,82,6,16,1563,1803,2671,15,10,12,0,1,1,3
1611,0,0.5,1,4,1,27,0.9,199,1,10,163,1011,3078,15,2,6,1,0,1,2
1410,1,0.5,1,0,1,15,0.3,92,3,1,192,1311,2304,18,4,18,1,1,0,2
1772,1,1.6,0,17,1,45,0.5,159,2,18,837,1405,1146,6,1,17,1,1,0,1
1280,1,1.3,0,0,1,39,1.0,108,7,1,356,588,2335,6,4,2,1,0,1,1
1712,1,0.9,1,2,0,23,1.0,155,7,19,155,663,1422,5,0,15,1,1,0,1
1562,1,0.7,0,0,0,55,0.1,140,8,1,1032,1776,2096,15,3,3,0,0,0,2
891,0,1.9,1,1,1,18,0.1,153,6,3,40,1435,1303,17,16,4,1,1,1,0
1957,0,1.2,1,18,1,36,0.8,151,2,19,1194,1727,1115,16,2,18,1,0,1,1
1110,0,0.6,0,1,0,42,0.9,192,5,2,1179,1262,456,12,8,18,1,1,0,0
875,1,1.4,1,1,1,43,0.6,104,8,3,902,969,3396,14,2,18,1,0,0,3
1211,1,1.2,0,0,0,28,0.3,130,2,3,58,963,2750,6,1,14,0,1,0,2
769,0,0.5,1,12,1,54,0.2,112,4,19,1385,1780,941,15,8,20,1,0,1,0
671,0,2.9,0,7,1,2,0.1,95,6,19,614,1617,2278,13,4,2,1,0,0,2
1872,0,0.5,0,5,1,26,0.5,172,4,10,672,1088,2273,8,4,8,1,0,1,2
1076,0,2.3,1,0,1,14,0.7,191,5,0,1088,1718,2355,17,16,2,1,1,1,2
1325,0,1.9,0,2,0,50,0.1,146,1,10,499,695,2328,17,10,2,1,0,0,2
911,1,2.2,1,1,1,28,0.5,182,2,2,157,763,2638,8,4,13,1,1,1,1
1273,1,0.7,0,1,0,23,0.6,178,6,14,485,1399,558,8,5,13,1,0,0,0
1062,0,0.5,0,3,1,39,0.9,124,4,4,571,817,1345,16,0,11,1,0,1,0
1317,0,1.5,0,6,0,12,0.1,154,2,9,431,542,425,7,0,11,1,1,1,0
940,0,2.9,0,0,0,16,0.7,115,4,1,499,1090,2192,15,13,9,1,1,1,1
729,1,2.0,0,0,0,14,0.6,135,6,2,563,1055,3397,19,15,17,1,0,1,2
1494,0,2.4,0,6,1,3,0.9,93,7,17,944,1003,1208,14,13,17,1,1,0,1
1546,1,1.6,1,2,1,27,0.7,124,2,6,1138,1491,267,12,10,16,1,1,0,0
1253,0,0.7,0,0,1,34,0.9,113,4,10,161,647,3518,7,3,8,1,1,1,3
895,0,0.5,1,6,0,16,0.3,164,8,14,126,1575,3122,7,0,4,0,0,1,2
793,1,1.9,1,0,1,43,0.3,124,8,2,15,1196,1050,11,9,3,1,1,1,0
1628,1,1.8,1,11,0,56,0.1,136,2,13,500,1713,3358,17,11,12,1,1,1,3
625,0,2.7,1,2,0,42,0.8,138,8,3,203,1771,2929,10,4,17,1,0,0,2
1110,0,1.5,0,2,1,12,0.3,153,8,5,961,1950,624,9,7,15,1,0,0,0
999,0,1.7,0,6,0,49,0.6,132,1,17,608,1970,1598,7,0,8,0,1,0,1
1856,0,0.5,1,0,1,24,0.1,155,5,1,277,1155,2052,17,6,10,1,1,0,2
1715,0,2.6,1,9,1,15,0.6,120,6,20,114,1849,1249,16,2,4,1,1,0,1
1897,1,1.9,0,2,1,54,0.3,154,2,7,630,738,412,17,11,2,1,0,0,0
1202,1,2.4,1,0,0,19,0.1,122,2,1,404,1742,595,19,0,3,0,0,0,0
1171,1,1.7,1,2,0,19,0.3,167,7,19,248,755,263,6,5,8,0,0,0,0
964,0,2.0,0,0,1,22,0.7,86,8,0,225,1234,2577,17,16,5,1,1,0,2
1973,1,2.4,1,6,0,46,0.1,193,4,10,699,851,639,6,0,3,0,0,1,0
1992,1,0.6,1,11,0,2,0.1,141,1,14,649,895,3206,10,9,10,1,1,0,3
546,1,2.6,1,5,0,26,1.0,159,5,15,416,1658,1550,7,2,3,0,1,0,1
1093,0,0.5,0,1,1,31,0.6,171,2,12,1310,1420,1646,12,0,6,1,1,0,1
1880,1,2.0,0,11,0,35,0.1,200,4,14,930,1983,1930,17,7,15,0,1,0,2
1765,0,1.1,0,3,0,11,0.7,87,2,7,835,1175,3695,6,5,18,1,0,0,3
1640,0,0.5,1,1,1,36,0.9,87,8,11,664,1806,3235,6,1,10,1,0,1,3
1830,0,0.5,0,0,0,7,0.9,191,6,12,460,1583,2334,8,7,14,0,1,0,2
826,0,0.6,0,3,0,62,0.7,187,4,19,778,1615,1998,17,4,17,0,0,0,1
1864,0,2.2,0,0,1,7,0.1,142,1,2,225,1545,2258,10,1,10,1,0,0,2
586,1,0.6,0,16,1,42,0.3,121,7,17,785,1118,1869,12,2,7,1,1,1,1
1206,0,3.0,1,10,1,30,0.6,127,3,13,1581,1713,1825,7,1,4,1,0,1,2
832,1,0.5,1,1,1,5,0.1,165,5,2,9,1944,3946,12,5,14,1,1,1,3
848,1,2.8,0,1,0,8,0.1,103,7,3,7,1294,436,10,6,15,1,1,1,0
1851,0,2.9,0,0,0,53,0.7,112,6,2,174,1175,2678,6,0,8,1,0,0,2
1166,1,0.5,0,7,0,59,0.5,80,1,11,437,638,3887,8,6,7,1,0,1,3
1776,1,2.1,1,10,0,35,0.1,172,4,16,278,623,1813,16,13,20,1,1,1,1
1254,1,1.2,0,2,1,27,0.2,134,2,10,1288,1372,817,14,1,16,1,1,1,0
1494,0,1.6,1,4,1,24,0.2,101,1,17,979,1190,3614,15,12,9,1,0,0,3
984,1,2.2,1,0,1,39,0.5,119,8,18,56,1931,2013,11,7,16,1,1,0,1
1179,1,0.8,0,1,0,5,0.9,154,5,17,913,1429,543,8,7,18,0,0,1,0
513,0,1.9,0,8,0,27,0.4,174,8,13,282,710,3400,16,6,13,0,1,1,2
557,0,0.5,1,3,0,17,0.2,89,6,4,322,710,2623,17,16,16,0,0,0,1
744,0,1.7,1,0,1,33,0.5,105,4,2,1252,1963,2700,9,3,19,1,0,0,2
1129,1,0.8,1,9,1,21,0.6,116,2,10,1128,1702,1400,11,0,13,1,1,0,1
1148,0,2.3,1,0,1,58,0.3,170,5,20,606,688,3127,10,7,11,1,0,0,2
1793,0,2.7,0,12,1,44,0.7,175,5,17,655,1459,2803,19,9,6,1,1,1,3
1310,0,2.3,1,3,0,15,0.2,150,5,11,954,970,2518,18,17,5,0,1,1,2
1604,0,1.2,0,1,0,6,0.5,191,6,15,68,1042,3564,7,2,2,1,1,0,3
1676,0,1.6,0,2,0,37,0.2,145,1,3,134,1197,2515,14,8,4,1,0,1,2
1001,0,2.8,1,1,0,40,0.2,117,3,7,922,1836,3654,13,9,10,1,1,1,3
1086,0,2.7,0,0,1,24,0.1,135,8,19,1874,1976,3930,17,1,18,1,1,1,3
1986,1,0.5,1,7,1,39,0.1,89,7,19,251,599,3476,11,8,17,1,1,0,3
634,1,0.8,0,5,0,41,0.2,192,1,12,1362,1853,3242,18,11,4,1,0,1,3
502,0,0.8,0,7,0,52,1.0,82,6,8,281,1159,2666,5,4,20,1,1,0,2
1641,0,1.1,0,6,0,48,0.7,97,8,7,224,1994,1695,13,6,17,1,0,1,2
623,0,1.4,1,0,1,15,0.2,189,3,1,778,844,3510,14,4,18,1,0,1,2
962,1,1.1,1,3,0,17,0.1,161,8,20,546,1424,3438,14,3,20,0,0,0,3
1057,1,2.7,0,3,1,41,0.1,97,4,10,397,891,2033,16,9,2,1,1,0,1
1862,0,1.5,0,1,0,62,1.0,182,1,2,386,1046,1017,11,3,9,1,0,0,1
555,1,3.0,1,5,1,38,0.8,193,2,10,214,1970,1686,8,1,8,1,0,1,1
1000,0,2.7,0,1,1,58,1.0,135,5,12,461,833,862,7,0,20,1,0,0,0
841,0,0.5,0,6,1,11,0.3,81,5,14,125,675,957,6,5,11,1,1,0,0
865,0,2.9,0,5,0,16,0.1,89,4,12,335,1009,3494,13,3,14,0,0,1,3
999,0,2.6,1,11,1,56,1.0,165,4,13,342,1641,3083,8,4,11,1,1,1,2
1232,0,1.2,0,12,0,30,0.9,131,6,14,625,761,1656,8,4,15,1,1,1,1
1194,0,2.3,0,6,1,34,0.2,165,2,12,494,509,313,15,1,19,1,1,0,0
612,1,0.5,1,1,1,20,0.8,179,8,6,1145,1487,3282,16,2,18,1,1,1,3
1362,1,2.9,0,0,0,47,0.5,186,6,4,600,1042,3629,19,17,5,0,1,1,3
1469,0,1.7,1,11,1,44,0.5,169,2,14,484,711,1687,15,5,5,1,1,1,1
986,1,0.8,0,13,1,28,0.8,182,4,20,199,679,1149,8,7,18,1,1,0,0
1843,0,2.8,0,1,1,62,0.8,104,3,7,21,832,3899,5,4,6,1,0,1,3
1561,0,0.5,1,10,1,4,0.5,134,2,13,885,1811,1783,13,12,10,1,1,0,2
1695,1,0.5,1,2,1,47,0.5,189,5,13,308,1208,1629,8,6,11,1,1,0,1
667,0,2.6,1,3,0,8,0.8,185,1,7,1015,1947,2528,11,8,8,0,1,0,2
1768,1,2.0,0,0,1,2,0.8,88,7,2,1303,1814,3256,9,6,5,1,1,0,3
1269,1,2.8,1,16,0,41,1.0,180,8,17,406,1036,2341,10,9,16,0,0,1,2
1109,1,2.8,1,6,0,57,0.9,151,1,12,124,833,2785,15,10,16,1,0,0,2
936,0,0.5,1,14,1,14,0.1,164,3,17,150,1677,3761,13,1,12,1,0,0,3
1713,1,2.0,0,9,1,5,0.7,199,6,16,108,1963,1513,15,6,2,1,0,1,1
1175,1,1.7,1,1,1,45,0.6,167,2,7,90,557,2240,10,6,5,1,1,0,1
1940,1,1.0,1,0,1,5,0.2,194,4,1,588,1809,820,19,18,3,1,1,1,1
855,1,0.5,0,2,1,59,0.5,159,2,3,1028,1196,1875,16,8,8,1,1,1,1
771,1,0.5,1,0,1,33,0.1,157,3,17,776,1247,920,16,2,10,1,1,1,0
645,0,2.5,0,10,1,63,1.0,174,4,14,278,584,3615,18,8,13,1,0,1,2
1307,0,1.8,0,2,0,7,0.6,88,7,3,897,1103,1412,16,9,5,0,0,1,1
1948,0,2.9,1,4,0,5,0.2,136,1,13,651,700,361,6,1,10,0,1,0,0
1509,0,0.6,1,5,0,50,0.3,81,4,8,1010,1684,1540,12,8,3,1,1,0,1
626,1,2.8,1,3,1,11,0.8,109,2,9,737,1759,1077,6,1,4,1,0,1,0
1190,0,2.0,1,0,0,40,0.2,93,5,1,1399,1646,3610,13,7,9,0,0,1,3
1727,1,2.1,1,10,0,57,0.3,158,6,18,376,1288,512,5,2,6,0,0,0,0
1670,1,3.0,0,14,0,62,0.5,114,8,20,1117,1330,3024,6,0,20,0,0,1,3
1150,1,0.5,1,4,1,27,1.0,134,1,17,234,1947,1610,11,0,16,1,0,0,1
1208,0,2.9,0,5,1,16,1.0,175,1,19,691,1028,2201,17,16,12,1,0,0,1
1812,1,1.3,1,4,1,42,1.0,162,7,15,380,1550,3338,18,13,11,1,1,1,3
770,1,1.5,1,6,0,61,0.2,196,4,9,603,1483,3473,7,3,4,0,0,1,3
1559,1,1.3,1,10,1,10,0.3,114,8,17,117,681,2203,7,5,15,1,1,1,1
1902,0,0.5,0,10,0,13,0.2,155,4,11,766,877,940,14,10,15,1,1,0,1
1751,0,2.5,0,1,0,4,0.6,146,8,9,1499,1952,1155,19,14,12,0,1,1,1
1416,1,1.8,1,0,0,20,0.1,93,4,0,1175,1578,3872,10,2,7,0,0,1,3
1288,0,0.5,1,3,1,61,0.2,115,6,6,988,1503,1882,16,6,10,1,0,1,2
1003,1,2.9,0,16,1,16,0.6,119,8,19,190,1905,1798,16,7,10,1,0,0,1
1715,1,0.5,1,1,1,18,0.1,96,6,3,674,1375,2598,17,2,3,1,0,0,3
1967,0,0.5,0,0,1,46,0.6,199,1,7,518,1374,1567,15,2,7,1,1,0,1
962,0,1.0,1,14,0,2,0.9,125,1,20,1618,1916,1491,16,2,14,1,0,0,1
1487,0,1.5,0,5,1,42,0.8,120,2,7,857,989,2003,12,4,3,1,0,0,2
1569,1,1.6,1,4,1,54,0.9,190,4,6,371,665,3905,6,2,4,1,0,0,3
1146,0,3.0,0,5,1,57,0.4,111,5,10,73,583,291,19,9,11,1,1,1,0
1379,1,1.5,0,6,1,9,0.8,118,8,13,98,755,1693,11,4,18,1,0,1,1
1504,0,1.9,1,7,1,25,0.3,152,4,9,395,1853,1788,13,11,13,1,0,1,1
1945,0,1.2,0,3,0,26,0.7,112,6,5,1064,1540,3322,18,7,20,0,0,1,3
1630,1,2.8,1,0,1,32,0.9,80,6,1,712,1726,1751,12,10,20,1,0,1,2
1125,1,2.7,0,10,0,23,0.4,117,1,14,774,939,1641,14,8,12,1,1,0,1
614,1,0.7,0,4,1,51,0.1,178,7,7,1012,1040,2854,10,7,12,1,0,1,2
854,0,1.0,0,5,1,17,0.9,101,4,9,730,1148,3115,7,0,2,1,0,0,2
1470,1,1.7,1,6,0,45,0.1,121,1,9,777,1090,3259,10,1,14,1,0,1,3
1826,1,0.5,1,5,1,49,0.6,172,8,6,973,1633,1612,17,9,17,1,1,0,2
807,1,0.5,1,0,0,37,0.2,127,4,0,245,829,2319,5,4,4,0,0,0,1
1996,1,2.8,1,0,1,7,0.1,138,5,4,937,1083,1258,17,14,16,1,0,0,1
1083,1,2.0,0,3,0,41,0.7,158,5,5,937,1164,1543,18,3,10,0,0,1,1
1035,0,0.5,1,14,1,49,0.3,178,2,15,574,1171,3991,12,4,19,1,0,0,3
1521,1,1.6,0,5,1,62,0.3,143,1,9,678,1630,3555,5,2,19,1,0,0,3
1314,1,2.8,1,13,1,5,1.0,87,4,18,82,512,3411,17,16,18,1,0,0,3
535,0,1.9,0,5,0,24,0.2,190,8,19,398,1775,524,9,3,4,0,0,0,0
673,1,1.9,0,13,1,35,0.4,142,6,14,1096,1570,3541,18,17,4,1,0,1,3
1219,0,1.6,1,5,0,4,0.3,169,6,7,1419,1698,1998,9,2,4,0,0,0,2
1606,1,0.5,1,0,1,33,0.9,200,5,0,157,770,3437,11,1,2,1,0,0,3
1603,1,0.5,1,1,1,17,0.5,114,2,8,430,1207,1637,17,3,11,1,0,1,1
1958,0,0.5,0,6,1,52,0.4,153,1,14,1524,1848,3064,7,6,3,1,0,0,3
695,0,0.5,0,18,1,12,0.6,196,2,19,1649,1829,2855,16,13,7,1,1,1,2
1441,0,0.6,1,0,1,53,0.5,106,1,12,254,954,1393,9,4,4,1,1,1,1
1470,0,2.2,1,4,1,33,0.4,138,7,10,1790,1988,1633,18,4,4,1,0,0,2
1890,0,1.1,0,4,1,48,0.5,127,4,5,1438,1832,2392,10,4,15,1,0,1,3
1152,1,2.1,1,0,1,26,0.3,82,2,0,1304,1673,3284,15,2,8,1,0,1,3
1619,1,0.9,0,3,0,20,0.9,117,6,9,813,1180,464,7,5,16,1,0,1,0
1002,1,1.8,0,1,0,45,0.7,180,7,7,948,1007,1234,19,13,18,1,1,0,0
742,1,0.5,0,0,1,36,0.7,139,3,1,1161,1288,292,8,0,6,1,1,1,0
1306,1,2.1,1,2,1,33,0.4,174,3,9,867,1258,2521,6,5,16,1,0,0,2
1424,1,2.9,1,0,0,20,0.6,180,5,0,181,1199,2658,15,0,19,1,0,0,2
942,0,1.4,1,8,0,27,0.5,91,4,9,754,1532,587,6,3,13,0,1,1,0
1934,1,2.7,0,8,1,2,0.1,118,4,16,242,1127,2190,18,1,9,1,0,1,2
1290,1,1.4,1,19,1,35,0.3,110,4,20,405,742,879,16,2,8,1,0,0,0
930,0,2.1,1,0,0,54,0.9,80,1,13,1569,1763,1743,7,1,9,0,1,0,2
1699,1,0.5,0,16,0,21,0.1,156,4,20,105,1099,1181,16,0,18,1,1,0,1
1849,1,0.5,0,1,0,29,0.5,181,7,12,978,1986,3330,14,4,15,1,0,1,3
1922,0,0.5,0,15,1,42,0.6,153,8,16,725,1882,3564,12,1,17,1,0,0,3
548,0,1.0,1,0,1,56,0.4,146,4,14,657,1657,562,17,14,8,1,1,1,0
916,1,0.5,0,0,1,47,0.2,82,4,1,1147,1393,1659,11,10,11,1,1,0,1
1783,1,0.5,0,8,0,14,0.6,183,8,11,910,1566,1816,12,7,7,0,0,1,2
1083,1,1.4,1,2,1,49,0.8,156,5,9,295,503,1338,16,8,5,1,1,1,0
1698,0,2.8,0,10,1,7,0.8,131,8,12,26,508,2992,15,3,17,1,1,0,2
1969,0,0.8,1,5,1,7,0.2,85,8,20,332,764,315,16,7,7,1,1,0,0
869,0,1.9,0,0,0,2,0.6,197,7,3,519,533,3249,19,0,12,0,0,1,2
1337,1,2.7,1,0,0,5,0.7,200,4,1,161,1029,3242,10,1,20,0,1,0,2
637,1,0.8,1,2,0,28,0.6,194,4,6,1080,1289,2725,15,10,7,0,0,0,2
833,1,0.6,1,0,1,27,0.3,145,4,2,649,1290,586,19,8,19,1,0,1,0
